mincan_id,namemine,town,province,latitude,longitude,commodityall,information,mine_status,operation_periods,main_id
ON-MINCAN-c931bb89,,,Ontario,47.35638,-79.64512,Silver,,Inactive,1908–1989,
ON-MINCAN-d6e89c28,,,Ontario,47.38689,-79.67262,Silver,,Inactive,1908–1967,
BC-MINCAN-7eccd2f6,Coal Mountain,Sparwood,British Columbia,49.5,-114.65944,Coal,ghost town //// also Esso Resources Canada Ltd.,Inactive,1908–2018,
ON-MINCAN-7abce52b,O'Brien,Gowganda ,Ontario,47.66657,-80.73897,Silver,"There is also an O'Brien Mine in Coleman Township, near Cobalt.",Inactive,1909–1965,
ON-MINCAN-b9a2aac3,,Timmins ,Ontario,48.51486,-81.22356,Gold,1981 Dome Mines,Inactive,1911–1988,
QC-MINCAN-e3420d82,St-Rémi China Clay,St. Rémi Amherst,Quebec,49.08034,-66.660498,Silica,"Impressively deep but small footprint open pit mine, currently (2008) operating on small scale. Known since 1894 and operated sporadically since 1911, for the recovery of kaolinite from quartzite rock////////FR: Cette carrière, appartenant à la Société minière Gerdin inc., se situe sur le lot 12 du rang VI, canton d'Amherst. Elle est à 4,5 km au sud-est du village de Saint-Rémi d'Amherst, au sud de la route 304 menant à Saint-Sauveur. Elle fut exploitée par le passé pour la production de sable pour l'industrie du verre; les principaux exploitants furent Kaolin Silica Ltd. (1930-1940) et Canada China Clay and Silica Ltd. (1947-1948). Par la suite, la carrière a passé entre plusieurs mains et a surtout été exploitée sur une base intermittente comme source de silice pour la fabrication du ciment.",Active,1911–open,
ON-MINCAN-add46472,Mann (Manridge),Milner,Ontario,47.62111,-80.81611,Silver,,Inactive,1912–1988,
BC-MINCAN-9e88ddda,Silvana,New Denver ,British Columbia,49.972499,-117.25166,"Silver, Lead, Zinc, Cadmium, Copper",Treminco Resources Ltd. also (added from maps list),Inactive,1913–1993,
ON-MINCAN-4065120d,,Goderich ,Ontario,43.74515,-81.718467,Salt,,Inactive,1915–1981,
NS-MINCAN-0e7714dd,,Hants County,Nova Scotia,45.086888691378,-63.9126481233089,Gypsum,"Closing of Number 26 Colliery, Glace Bay, Nova Scotia.",Inactive,1915–1958,
ON-MINCAN-22efcc8b,Paymaster,,Ontario,48.45789,-81.2619,Gold,,Inactive,1915–1965,
QC-MINCAN-d7fa0b70,Chromasco Quarry,Melocheville ,Quebec,45.099606,-73.637762,Silica,"small scale //FR: Cette carrière se situe à Melocheville près de Beauharnois, sur les lots 301 à 307 de la paroisse Saint-Clément-deBeauharnois. Plusieurs exploitants s'y sont succédés depuis 1916 pour produire de la pierre de construction et du grès à haute  teneur en silice pour l'usine de ferro-silicium de la compagnie Chromasco. Les principaux exploitants furent Euclide Montpetit de 1926 à 1946; E. Montpetit et fils liée de 1955 à 1966; la Société minière Melocheville de 1977 jusqu'au début des années 80. Depuis quelques années, la carrière est exploitée par les Carrières Richard Capuano et fils inc. pour la pierre concassée et le grès à haute teneur en silice pour les cimenteries. ",Inactive,1916–1991,
QC-MINCAN-78148b13,Saint-Canut,St. Canut ,Quebec,45.71678,-74.08251,Silica,"FR: L'exploitation du grès sur cette propriété remonte à 1917. Les principaux exploitants qui s'y sont succédés sont : Cascades Silica Products de 1920 à 1924; Canadian Carborundum de 1929 à 1954, pour alimenter son usine de carbure de silicium de Shawinigan; Canadian Silica qui sera fusionné en 1965 à Industrial Minerals of Canada, lequel sera regroupé en 1968 avec Indusmin; Unimin Canada liée, l'exploitant actuel, a acquis la propriété d'Indusmin en 1990.",Active,1917–open,
QC-MINCAN-93347018,,,Quebec,45.76972,-71.95,Asbestos,big legal issue with exposure to asbestos by workforce - bankrupsy ////// https://www.patrimoine-culturel.gouv.qc.ca/rpcq/detail.do?methode=consulter&id=201471&type=bien,Inactive,1918–1982; 1996–2001,
QC-MINCAN-5da6fd91,QAC (Philip Carey/Celotex) or Carey,East Broughton ,Quebec,46.256393,-71.046172,Chrysotile,"FR: HEALTH - En 1976, la commission Beaudry sur la salubrité dans les lieux de travail oblige la Carey à investir plus de 3 millions, afin de se conformer aux nouvelles normes de salubrité de l'air. Enfin, dans les années 80, en raison d'une récession économique mondiale et de la mauvaise publicité faite à l'amiante en rapport avec les dangers pour la santé, la compagnie se voit dans l'obligation de mettre à pied plusieurs travailleurs. Quelques années plus tard, la situation ne s'est guère améliorée. La mine ferme définitivement ses portes le 25 avril 1986.",Inactive,1918–1986,
QC-MINCAN-2a1588c3,Red Mill (nine miles east of Trois Rivières),,Quebec,46.426221,-72.462985,Iron ore,"Also earlier but with other companies (1870) /// FR: Le nom de « Red Mill » (moulin rouge) fut d’abord donné par la Canadian Pacific Railway Company à la gare ferroviaire qui desservait le petit hameau formé à proximité des entreprises qui exploitaient le gisement d’ocre dans le rang Saint-Malo. Puis, il fut donné au bureau de poste et, ensuite, retenu par Joseph Bradley pour désigner l’usine de fabrication de peinture dont les bâtiments étaient de couleur rouge, tout comme l’ocre, de laquelle on tirait les pigments utilisés dans la fabrication de la peinture. Un grand gisement de minerai de fer de 600 acres avait été identifié par les prospecteurs et géologues dans ce rang. Au cours des décennies 1870, 1880 et 1890, pas moins de quatre entrepreneurs et entreprises s’aventurèrent, sans trop de succès, à exploiter le gisement de Red Mill: Télesphore-Eusèbe Normand (1887), la Johnson Magnetic Iron Paint Company (1888), James Robertson (1888-1892) et la Saint-Maurice Metallic Paint Company (1891-1893). Mais, après s’être assuré les services de John Bradley, un Anglais de Derby passé maître dans l’art de préparer des pigments, le fabricant de peinture Canada Paint ouvrit une usine de traitement et de transformation à Red Mill en 1892. Durant les deux premières années de ses activités, la Canada Paint réussit à produire 31 couleurs pour l’industrie de la peinture. Jusqu’en 1911, elle produisit en moyenne 950 tonnes de minerai par année. En 1922, l’usine et la mine de Canada Paint à Red Mill furent acquises par la Sherwin-Williams Corporation of Canada Limited. Les «terres à peinture» apportèrent du pain sur la table de la plupart des familles du rang Saint-Malo. L’épuisement des gisements d’ocre, durant les années 1950, entraîna la fermeture de tous les établissements spécialisés dans la vente d’oxyde de fer. L’entreprise Sherwin-Williams de Red Mill ferma ses portes en 1966. James Bradley et ses associés formèrent aussitôt la compagnie Red Mill Industries Limitée et tentèrent de relancer l’usine en décembre de la même année. Mais l’usine ferma définitivement ses portes en 1968, après 75 ans d’activité.
",Inactive,1922–1966,
QC-MINCAN-03f0d326,,Noranda ,Quebec,48.25778,-79.0177,"Copper, Gold, Zinc, Silver, Pyrite",,Inactive,1922–1971,
ON-MINCAN-4f79083b,Deer Horn or Cross Lake O'Brien,Cobalt ,Ontario,47.39107,-79.64549,Silver,,Inactive,1923–1970,
BC-MINCAN-61d2923a,Falkland,,British Columbia,50.511111,-119.5525,"Gypsum, Anhydrite",,Inactive,1926–2011,
ON-MINCAN-758adaf7,5s,Sudbury ,Ontario,46.58,-80.795,"Nickel, Copper, Platinum, Cobalt, Silver, Gold","Indication of 5, 4, and 3 mines. ",Inactive,1928–1984,
ON-MINCAN-24d11119,Coniaurum,,Ontario,48.4881,-81.27099,Gold,,Inactive,1928–1960,
QC-MINCAN-91aedc35,Bedford,Bedford,Quebec,45.114415,-73.014601,Lime,"The Bedford Plant, the largest producer of lime in Canada, is located in Southern Québec, approximately midway between Montréal and the Vermont border. The plant's annual production capacity is over 400,000 tons of quicklime with a storage capacity of more than 8,000 tons.",Active,1930–open,
QC-MINCAN-ca9b4f25,,Black Lake,Quebec,46.04863,-71.3685,Asbestos,,Inactive,1930–1964,
QC-MINCAN-933d88dd,,,Quebec,48.09583,-77.42222,Gold,,Inactive,1931–1965,
NS-MINCAN-f8793ddf,,,Nova Scotia,46.89361,-60.48389,Gypsum,According to this source a gypsum mine called National Gypsum Company quarries operated between 1933 and 1955. The closure match the info of the Index of Producing Mines https://www.mindat.org/loc-16847.html,Inactive,1933–1955,
NL-MINCAN-0b0e63cc,,St Lawrence,Newfoundland-and-Labrador,46.903198,-55.399156,Fluorspar,188 workers,Inactive,1933–1961,
NL-MINCAN-c6be57d9,Newfoundland Fluorspar Works,St. Lawrence ,Newfoundland-and-Labrador,46.903198,-55.399156,Fluorspar,120 workers,Inactive,1933–1978,
ON-MINCAN-cf9a5c80,Macassas,Kirkland Lake,Ontario,48.130261,-80.088542,Gold,,Active,1933–1999; 2002–open,ON-MAIN-1f126a43
ON-MINCAN-a0ec2400,,Matachewan,Ontario,48.522253,-81.120492,Gold,another closure in 1942 (pre-1950),Inactive,1934–2011,
ON-MINCAN-3c27ae75,Nephton Quarry,Peterborough Twp,Ontario,44.62805,-78.00275,Nepheline Syenite,,Active,1935–open,
ON-MINCAN-23921437,Blue Mountain,Peterborough County,Ontario,44.68005,-77.94976,Nepheline Syenite,,Inactive,1935–2020,
ON-MINCAN-2fa4560e,Hoyle,Timmins,Ontario,48.52723,-81.09293,Gold,,Inactive,1935–1949; 1976–1990,
QC-MINCAN-47e77d3a,,,Quebec,49.9162470955363,-74.3712032446991,"Copper, Gold",,Inactive,1935–1958,
ON-MINCAN-7cabdb32,Madsen,Red Lake,Ontario,50.96714,-93.91769,Gold,,Inactive,1935–1972,
ON-MINCAN-d2590689,,,Ontario,51.0775,-93.8275,"Gold, Silver",,Inactive,1935–1966,
QC-MINCAN-ddaa495a,,,Quebec,45.679092,-75.60765,"Mica, Apatite",The mine was also in production from 1778 to 1844.,Inactive,1936–1964,
NS-MINCAN-75e6294c,,Little Narrows ,Nova Scotia,45.994626,-60.9467778236077,Gypsum,"In 1826, the General Mining Association (GMA) of England came into possession of all the mineral rights in the province, and its surveyor recommended mining coal at what are today Stellarton and Sydney Mines. The well-capitalized GMA arrived in the province armed with knowledge ofthe latest advances in coal mining in England, political clout, and access to the most up-to-date machinery. ////Death was a fact oflife in the Pictou coalfield, particularly in the Albion seams. In the early decades, records were not kept, but historian James Cameron has calculated that 576 deaths occurred between 1866 and 1972,",Inactive,1936–2016,
ON-MINCAN-e12e9cbe,No.3,Timmins (Pamour),Ontario,48.52278,-81.115,Gold,The mine also produced between 1911 and 1914. ,Inactive,1936–1986; 2006 –2011,
AB-MINCAN-6912dcc5,Atlas Coal,East Coulee ,Alberta,51.32863,-112.48251,Coal,,Inactive,1936–1979,
QC-MINCAN-b504ac09,,,Quebec,48.23226,-79.057245,"Gold, Silver",,Inactive,1937–1955,
QC-MINCAN-dbb55633,East Malartic,Norrie ,Quebec,48.12965,-78.099777,"Gold, Arsenic, Be, Copper, Silver, Lead",,Inactive,1938–1980,
QC-MINCAN-43c40f63,,Norbestos ,Quebec,45.816926,-71.841887,Chrysotile,"operated by Nicolet Asbestos Mines Ltd., a subsidiary of Nicolet Industries Inc.,  located in Norbestos, Quebec, years operational 1939 - 1969. ",Inactive,1939–1969,
MB-MINCAN-208f92d9,,Fort Garry,Manitoba,49.8413752160989,-97.1532400199699,Lime,,Inactive,1939–1997,
ON-MINCAN-8216329e,Aunor,Timmins ,Ontario,48.4414,-81.29698,Gold,,Inactive,1940–1984,
YT-MINCAN-1ba5f9e5,,Treadwell (close to steward river),Yukon,63.0646955293832,-138.881885402705,Gold,,Inactive,1940–1959,
ON-MINCAN-4e601e2c,Hoyle Pond,Timmins ,Ontario,48.55076,-81.14896,Gold,"Mining operations at Porcupine's Hollinger open pit, Hoyle Pond underground mine and processing plant will continue for the foreseeable future.",Active,1941–1949; 1983–open,
QC-MINCAN-eaec6bb4,,,Quebec,45.5864049319627,-75.4177812647843,Feldspar,,Inactive,1942–1955,
AB-MINCAN-de61af7c,Mercoal,Mercoal,Alberta,53.1671291678661,-117.08324720662,Coal,,Inactive,1942–1959,
ON-MINCAN-0e67614b,Johnston,,Ontario,44.4675,-77.44306,Fluorspar,,Inactive,1943–1964,
ON-MINCAN-47e20164,,Atikokan ,Ontario,48.81528,-91.605,Iron,,Inactive,1943–1979,
ON-MINCAN-3d4a8426,,Foy and Bowell Townships in the Sudbury area of northern Ontario,Ontario,46.7586,-81.23947,Nickel,The Company also owns a formerly productive nickel-copper property consisting of 55 patented mining claims in Foy and Bowell Townships in the Sudbury area of northern Ontario. Operations on this property were suspended in 1957 and no further work is contemplated thereon at this time.,Inactive,1945–1957,
ON-MINCAN-fb1214c1,Dulama ,Missanabie,Ontario,48.376097,-83.853914,"Gold, Silica",,Inactive,1945–1951; 1984–1989,
QC-MINCAN-581f46cd,,Arvida,Quebec,48.42986,-71.1787,Magnesia,,Inactive,1945–1968,
AB-MINCAN-1b45e386,,Edmonton ,Alberta,53.7090629204,-113.577636820999,Coal,,Inactive,1945–1979,
NS-MINCAN-3d5a93b2,Sifto Salt Division,Nappan ,Nova Scotia,45.78333,-64.23417,Salt,,Active,1946–open,
QC-MINCAN-589a4749,,Pontbriand,Quebec,46.130148,-71.27321,Chrysotile,,Inactive,1946–1971,
BC-MINCAN-52a578cf,Duthie,Omineca,British Columbia,54.77306,-127.35722,"Zinc, Lead",,Inactive,1946–1954,
QC-MINCAN-643a106b,Mine Simkar (Louvicourt GoldFields),Val d'Or,Quebec,48.064328,-77.565004,"Gold, Copper, Zinc, Tungsten",https://gq.mines.gouv.qc.ca/documents/examine/DV9301/DV9301.pdf,Inactive,1947–1949; 1991–1993,
QC-MINCAN-f7410092,Norlartic,Val d’Or ,Quebec,48.148042,-77.989708,"Gold, Silver",,Inactive,1947–1966; 1988–1993,
ON-MINCAN-308776c3,Bonwhit,Whitney,Ontario,48.51638,-81.15796,Gold,,Inactive,1947–1955,
ON-MINCAN-e8cbf6b1,Marmoraton,Elliot Lake,Ontario,44.4811977326977,-77.6588559576727,Iron ore,,Inactive,1948–1978,
QC-MINCAN-8ef2b548,,Rouyn ,Quebec,48.2347852942644,-79.0189419379045,"Zinc, Lead, Gold, Silver",,Inactive,1948–1954,
QC-MINCAN-287a8b10,Tio (Lake Tio or Allard Lake),Havre St. Pierre ,Quebec,50.555821,-63.416052,"Iron, Titanium ",,Active,1948–open,
ON-MINCAN-913e4417,Sapawe,,Ontario,50.95092,-93.93332,Gold,,Inactive,1948–1956,
ON-MINCAN-816856c6,,Balmertown ,Ontario,51.06167,-93.73222,Gold,,Inactive,1948–1990,
AB-MINCAN-4a246389,,Lindbergh ,Alberta,53.8753684564008,-110.673515661382,Salt,,Active,1948–open,
QC-MINCAN-ba67bb35,Hickey or Evans-Lou,Saint-Pierre de Wakefield,Quebec,45.663446,-75.742268,Feldspar,,Inactive,1949–1951; 1994–2000,
ON-MINCAN-b84a4088,Castle-Trethewey,,Ontario,47.67639,-80.74139,Silver,,Inactive,1949–1971,
ON-MINCAN-24353adc,Texmont or Fatima,,Ontario,48.16389,-81.20444,Copper,,Inactive,1949–1972,
QC-MINCAN-871485e7,Duquesne,,Quebec,48.474628,-79.035571,"Gold, Silver, Copper, Iron, Molybdenum",,Inactive,1949–1952,
ON-MINCAN-9dacb63d,Campbell,Balmertown ,Ontario,51.06149,-93.74109,Gold,,Inactive,1949–2006,
QC-MINCAN-50aefcc7,Giffith's,,Quebec,45.318923,-71.959127,"Zinc, Copper, Silver, Lead, Gold",The mine was also in operation from 1864 to 1914.,Inactive,1950–1956,
QC-MINCAN-d6354d18,Bignell,,Quebec,47.540076,-70.566056,"Iron, Titanium ",,Inactive,1950–1964,
BC-MINCAN-125ddf1a,,Zeballos ,British Columbia,49.5893485776642,-126.394043024629,Iron,,Inactive,1950–1968,
BC-MINCAN-f820893e,Gypsum (Windermere Creek) or Windermere,Windermere,British Columbia,50.480554,-115.87333,"Gypsum, Anhydrite",Later surveys reported that it was probably the third largest deposit in North America,Inactive,1950–1988,
BC-MINCAN-6e8eed76,Red Cliff,Stewart,British Columbia,56.098333,-129.89833,"Lead, Zinc, Silver",,Inactive,1950–1959,
ON-MINCAN-bd32388f,Mineral Products Division,Marmora,Ontario,44.50306,-77.45278,"Talc, Dolomite",,Inactive,1951–2020,
NS-MINCAN-34e172c4,Mindamar,Stirling Richmond County,Nova Scotia,45.727616,-60.4379893528275,"Zinc, Lead, Copper, Iron, Silver, Gold",,Inactive,1951–1956,
QC-MINCAN-cdca2931,Chibex,"La Dauversiere Twp, Chibougamau ",Quebec,49.5744558664391,-74.3586724730453,Gold,"""Mineralization was discovered in 1950 during surface prospecting on the property on which the Chibex mine is now located. The main ore-bearing zone was discovered and outlined by drilling carried out in 1951-1952. Underground development and production from this zone and others found subsequently were carried out from a 585 metre threecompartment shaft until 1960 when the mine was shut down for refinancing, shaft deepening and further underground development. In 1961 when the surface plant was destroyed by fire the operation was closed. Surface exploration in the mine area was started again in 1970 in anticipation of higher gold prices. The mine was dewatered and rehabilitated in late 1973 and was in production by late 1974. Financial and metallurgical problems, with lower gold prices, forced the operation to close again in late 1975. "" from https://gq.mines.gouv.qc.ca/documents/EXAMINE/TH0896/TH0896.pdf ",Inactive,1951–1961; 1974–1975,
QC-MINCAN-0ee5210b,Back and Smith Lakes,Buckingham ,Quebec,45.586718894258,-75.4197400009417,Feldspar,,Inactive,1952–1971,
NL-MINCAN-9aa20685,,Corner Brook,Newfoundland-and-Labrador,48.9522338504561,-57.9461614571492,Gypsum,"Atlantic Gypsum in Corner Brook, operated by Lafarge Canada, closed in 2007 laying off 57 workers taken by surprise. 
""The government also paid for another “new industry” at Corner Brook, a gypsum plant to manufacture plaster and wallboard. This was built by the German firm Benno Schilde""",Inactive,1952–1961; 2000–2007,
NS-MINCAN-66cfb76c,,"Dutch Settlement, Halifax County",Nova Scotia,44.9844256164298,-63.4541268119822,Gypsum,"Closing of Drummond Colliery, Westville, Nova Scotia",Inactive,1953–1955,
QC-MINCAN-581b1ea8,Saint-Donat,St. Donat/Montreal,Quebec,46.303527,-74.213339,Quartz,Alternative name: Quebec Silica Division (1979),Active,1953–open,
QC-MINCAN-709faea1,Gallen,Noranda ,Quebec,48.325283,-78.951474,"Zinc, Silver, Gold, Copper, Lead",,Inactive,1953–1962; 1980–1985; 1997–2000,
ON-MINCAN-9b74fa17,Nu-Age or Tripp,,Ontario,44.95564,-78.3246,Uranium,,Inactive,1954–1956,
ON-MINCAN-0a5f8527,Greyhawk,Faraday Twp,Ontario,45.031667,-77.895556,Uranium,,Inactive,1954–1959; 1976–1982,
NS-MINCAN-1c9701c1,,Shubenacadie,Nova Scotia,45.08861710412,-63.402139485893,Silica,,Active,1954–open,
QC-MINCAN-8924a426,,Baie-Johan-Beetz,Quebec,50.29118,-62.76928,"Feldspar, Mica",,Inactive,1954–1959,
NS-MINCAN-c44d9d17,,Milford Station,Nova Scotia,45.00868,-63.4187636812395,Gypsum,"1992 May 9 explosion at Westray Colliery kills 26 miners and destroys the mine, Pictou, Nova Scotia. Gypsum deposit developed at Dutch Settlement, Halifax County (National Gypsum Limited).",Inactive,1955–1987,
ON-MINCAN-ed58752f,,,Ontario,46.496994,-83.729875,Thorium,,Inactive,1955–1970,
ON-MINCAN-6f4768d1,,Pointe Mamainse ,Ontario,47.05608,-84.76179,Copper,"Copper Corp.Ltd. sank a shaft on the property in 1955, Vauze Mines Limited brought the deposit into production in 1965 and closed down in 1972. Total production was 10,956,518 kg of copper.",Inactive,1955–1972,
QC-MINCAN-a852c8b7,Campbell (Main),Chibougamau ,Quebec,49.871472,-74.334379,"Copper, Gold, Silver","I assume this is the Cambpell (Main Mine) gives the consistency between the 0,1,1 and the table 2 in link 1",Inactive,1955–1980,
NL-MINCAN-99e97dba,Baie Verte Tailings,Baie Verte ,Newfoundland-and-Labrador,49.9797356965364,-56.1939930782087,Asbestos,"500 workers /Advocate Mine, operated by Canadian Johns-Manville Co. Ltd., located in Baie Verte, Newfoundland. Years operational 1955 – 1995.",Inactive,1955–1995,
MB-MINCAN-4519ebda,Wingold,Bissett,Manitoba,51.0259873677382,-95.6847785694049,Gold,,Inactive,1955–1963,
ON-MINCAN-7ba5465a,Quirke,,Ontario,46.5112,-82.6321,Uranium,,Inactive,1956–1960; 1968–1990,
QC-MINCAN-541220ea,Groleau-Trenholme,,Quebec,48.074547,-77.568734,"Copper, Gold, Silver",,Inactive,1956–1958,
BC-MINCAN-e16a4aae,Swansea,Windermere,British Columbia,50.510165,-115.952649,"Zinc, Lead",Owned twenty-eight claims on Swansea Mountain. A previous two-mile trail to the forestry lookout on the mountain was reconstructed to four-wheel drive standards. Four men worked in the mine completing forty feet of excavations upward from the main level and 600 feet of underground passages.,Inactive,1956–1960,
QC-MINCAN-64ceb93b,,Melocheville ,Quebec,45.313175,-73.938671,Silica,FR: Construction de la St-Lawrence Alloys (devenue Union Carbide puis Elkem).,Inactive,1957–1979,
ON-MINCAN-76f27d0b,,Penhorwood Township,Ontario,48.19056,-82.09861,Talc,https://ero.ontario.ca/notice/019-2143,Inactive,1957–2020,
ON-MINCAN-bcf4e34a,,Gordon Lake mine,Ontario,50.4855,-94.3469,"Nickel, Copper",,Inactive,1957–1969,
ON-MINCAN-5d117043,Stanrock,Elliot Lake ,Ontario,46.47102,-82.56182,Uranium,"Maybe the same as Can Met /// the site was in operation from 1958 to 1964 as a traditional mining operation. Following the end of large scale drilling and blasting operations, the mine continued production using a leaching technique which utilized water and bacteria. Production contracts were fulfilled by 1970 and all operations ceased. The property was sold to Denison Mines in the early 1970s Total production was 6.4 million tonnes of ore // ",Inactive,1958–1985,
ON-MINCAN-2d9c11bb,Cobatec Operations,Cobalt ,Ontario,48.236614,-84.635213,"Nickel, Cobalt",,Inactive,1959–1991,
ON-MINCAN-b70ba966,Langmuir,Timmins ,Ontario,48.341494,-81.001861,Nickel,,Inactive,1959–1992,
BC-MINCAN-0ac128f0,,,British Columbia,49.0505053974213,-124.866709955779,Barite,p. 23 small scale (link1),Inactive,1959–1960,
BC-MINCAN-1f6e218f,Granby,,British Columbia,49.098889,-118.597778,"Silica, Gold, Silver, Lead, Copper, Zinc",The mine was also in production from 1936 to 1946,Inactive,1959–1978,
QC-MINCAN-894cd4db,,Joutel ,Quebec,49.443382,-78.38696,"Copper, Zinc, Silver","In the 1973 list, this mine is reporded as 'Rio Algom Mines Ltd., (Mines de Poirier), Joutel' and it produces copper and silver. I assume it's the same as the one already in the master. The mone operated between 1959 and 1975 and  the extact location is Baie-James.",Inactive,1959–1975,
QC-MINCAN-584feea3,Portage,Chibougamau ,Quebec,49.908567,-74.191811,"Copper, Gold, Silver",,Inactive,1959–1997,
BC-MINCAN-939138b7,,Spillimacheen ,British Columbia,50.93111,-116.48527,Barite,small part of silver giant,Inactive,1959–1966,
ON-MINCAN-c7a21c4f,,Wawa ,Ontario,47.96379,-84.74087,Gold,,Inactive,1960–1999,
ON-MINCAN-c9733315,Stock or Clavos,Stock Township ,Ontario,48.55011,-80.75039,Gold,,Inactive,1960–2007,
BC-MINCAN-957d1904,Canoe North,,British Columbia,52.759722,-119.29444,Mica,"The last recorded producing mine was at Cedarside, near Valemount, on the North Thompson River. It operated for only a year or two, shipping a few hundred tonnes to joint cement manufacturers. The ore was a muscovite-quartz schist that was dried, crushed, screened, and then air-separated to produce five sizes of mica. The owner was Georgian Mineral Industries Ltd. of Calgary. It is thought that this schist contains significant levels of biotite, an undesirable contaminant, which might have contributed to the early closure of the mine.",Inactive,1960–1961,
NT-MINCAN-4837dcf6,Cantung,"Tungsten (via Watson Lake, Y.T.)",Northwest Territories,61.97083333333334,-128.23333333333332,Tungsten,"Cantung, and the old townsite of “Tungsten”, is located on the NWT-Yukon border in the Mackenzie Mountains. A 305-kilometer all-weather road connects the site to the Alaska Highway in the Yukon. It is 200 kilometers north of Watson Lake, Yukon and although the mine is within the boundary of the NWT, the property and former community have historically been tied to the economic and social interests of the Yukon. (source3, p.79)",Inactive,1960–1986; 2001–2009; 2010–2015,
NB-MINCAN-947d8d86,,,New Brunswick,46.0457,-66.0439,Coal,Minor occurrence (limited to no exploration work),Inactive,1961–1967,
ON-MINCAN-4d059b65,,,Ontario,47.37373,-79.68272,"Cobalt, Silver",,Inactive,1961–1964,
BC-MINCAN-8a23cdcc,London Hill,New Denver ,British Columbia,50.060833,-117.215278,Silver,The mine was also in operation from 1893 to 1912.,Inactive,1961–1967; 1974–1975,
QC-MINCAN-99b3f0b0,,Malartic ,Quebec,48.16361,-78.02917,Gold,,Inactive,1962–1964; 1985–1992,
ON-MINCAN-8ece5d4d,,Palomar,Ontario,48.284072,-79.788836,Gold,Minor production scale,Inactive,1962–1982,
BC-MINCAN-e7295c23,Sunro,Jordan River ,British Columbia,48.448333,-124.03305,"Copper, Gold, Silver, Molybdenum, Nickel, Cobalt",,Inactive,1962–1976,
NS-MINCAN-452268a3,,River Hebert ,Nova Scotia,45.6931824218,-64.411731393,Coal,,Inactive,1963–1980,
QC-MINCAN-0a4e3308,Mattagami Lake,Matagami ,Quebec,49.717571,-77.718765,"Zinc, Silver, Copper, Gold, Lead, Nickel",https://publications.gc.ca/collections/Collection/M39-78-2001E.pdf,Inactive,1963–1998,
BC-MINCAN-844db1a8,,,British Columbia,50.3843664089503,-125.959363409367,Iron,,Inactive,1963–1966,
QC-MINCAN-38034b6e,Fire Lake,Gagnon (Lake Jeannine),Quebec,52.346166,-67.347029,Iron,"Gagnon was a mining town, now abandoned and populated moved. Extracton resumed in 2006 by Arcelor Mittal",Inactive,1963–1984,QC-MAIN-33c09b8b
ON-MINCAN-e18ee76d,,Penhorwood Township,Ontario,48.082989,-82.155906,Silica,,Inactive,1964–1990,
QC-MINCAN-29fc4459,Norbec (Lake Dufault),Noranda ,Quebec,48.3527565055882,-79.0512645846565,"Copper, Zinc","In the 1973's 900A Map, this mine is operated by Falconbridge Copper Ltd. ",Inactive,1964–1967,
MB-MINCAN-340c07f4,Silver Plains,"Silver Plains (Amaranth, Harcus, Winnipeg)",Manitoba,49.45666,-97.27,Gypsum,,Inactive,1964–1975,
MB-MINCAN-7e91b5e1,Stall Lake,,Manitoba,54.85277777777778,-99.94166666666668,"Copper, Zinc, Gold, Silver",,Inactive,1964–1991,MB-MAIN-0898e255
QC-MINCAN-d44f5e40,,Malartic ,Quebec,48.15278,-78.03611,Gold,"Alternative names: Camflo Mines Ltd. (1981), After renamed Barrick Resources and American Barrisk in 1987 ",Inactive,1965–1992,
ON-MINCAN-884f7a35,Argonaut (Upper Beaver; Huronia),Dobie ,Ontario,48.1659,-79.76462,"Gold, Copper",Also produced from 1912 to 1928,Inactive,1965–2011,
QC-MINCAN-c58fd563,,Cadillac ,Quebec,48.319561,-78.379925,"Molybdenum, Copper, Silver, Bismuth",,Inactive,1965–1970,
BC-MINCAN-39ca54ba,Mineral King (part)       ,Invermere,British Columbia,50.340555,-116.42499,Barite,"p.3 and 4 //Focused on the upper and lower tailings ponds of the mine for barite (used for oil drilling). Worked three shifts a day, seven days a week. /// During this period of mass production, a town site was built at Mineral King. It consisted of thirty houses, a large bunkhouse, a cookhouse, a small store, a one-room (later two room) schoolhouse, a community hall, staff house and a post office (the address was Toby Creek, British Columbia). Residents enjoyed dances, parties, movies once a week, and even a small library in the community hall. Other amenities included a curling rink, a ballpark, billiard room, and various picnic sites. The road up to the town site and the mine was narrow, difficult to maintain, and subject to closure from snow slides, especially in the spring. As the road to the mine was improved over time, more employees lived in the Windermere Valley and made the commute to the mine. After the mine closed, most of the houses were dismantled and moved down the valley. Today, very little remains.",Inactive,1966–1974,
QC-MINCAN-6127ba77,,Ormstown,Quebec,45.123624,-73.972543,Silica,,Active,1967–open,
BC-MINCAN-6a7be3a2,Alwin,Highland Valley,British Columbia,50.473667,-121.093167,"Copper, Molybdenum, Silver, Gold, Lead, Zinc",1971 and 72 suspension of production ////// more companies like GSP Resource Corp. /// contradicting information about production years,Inactive,1967–1981,
YT-MINCAN-951ad0ab,Clinton Creek,Clinton Creek ,Yukon,64.43916666666667,-140.7161111111111,Asbestos,health hazard,Inactive,1967–1978,
ON-MINCAN-63c4c672,Griffith,Bruce Lake ,Ontario,50.81628,-93.38841,Iron,,Inactive,1968–1986,
