row_id,main_id,name,indicator,value,year,scenario,source_id,geometry
water_risk-4ea8ac9d-2080-opt-3,NU-MAIN-4ea8ac9d,Amaruq,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-96.697 65.415)
water_risk-e7e6a960-2020-baseline-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2020-baseline-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2020-baseline-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2020-baseline-4,QC-MAIN-e7e6a960,Canadian Malartic,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2020-baseline-5,QC-MAIN-e7e6a960,Canadian Malartic,Coastal Eutrophication Potential Label,Low (<-5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-bau-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-bau-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-bau-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-pes-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-pes-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-pes-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-opt-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-opt-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2030-opt-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-bau-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-bau-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-bau-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-pes-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-pes-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-pes-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-opt-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-opt-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2050-opt-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-bau-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-bau-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-bau-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-pes-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-pes-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-pes-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-opt-1,QC-MAIN-e7e6a960,Canadian Malartic,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-opt-2,QC-MAIN-e7e6a960,Canadian Malartic,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-e7e6a960-2080-opt-3,QC-MAIN-e7e6a960,Canadian Malartic,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.130824 48.122223)
water_risk-aeafbb59-2020-baseline-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2020-baseline-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2020-baseline-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2020-baseline-4,ON-MAIN-aeafbb59,Detour Lake,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2020-baseline-5,ON-MAIN-aeafbb59,Detour Lake,Coastal Eutrophication Potential Label,Low (<-5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-bau-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-bau-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-bau-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-pes-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-pes-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-pes-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-opt-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-opt-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2030-opt-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-bau-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-bau-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-bau-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-pes-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-pes-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-pes-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-opt-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-opt-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2050-opt-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-bau-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-bau-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-bau-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-pes-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-pes-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-pes-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-opt-1,ON-MAIN-aeafbb59,Detour Lake,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-opt-2,ON-MAIN-aeafbb59,Detour Lake,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-aeafbb59-2080-opt-3,ON-MAIN-aeafbb59,Detour Lake,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-79.717631 50.018143)
water_risk-c0660aec-2020-baseline-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2020-baseline-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2020-baseline-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2020-baseline-4,QC-MAIN-c0660aec,Goldex,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2020-baseline-5,QC-MAIN-c0660aec,Goldex,Coastal Eutrophication Potential Label,Low (<-5),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-bau-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-bau-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-bau-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-pes-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-pes-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-pes-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-opt-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-opt-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2030-opt-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-bau-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-bau-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-bau-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2050,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-pes-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-pes-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-pes-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2050,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-opt-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-opt-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2050-opt-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2050,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-bau-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-bau-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-bau-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2080,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-pes-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-pes-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-pes-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2080,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-opt-1,QC-MAIN-c0660aec,Goldex,Water Stress Label,Low (<10%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-opt-2,QC-MAIN-c0660aec,Goldex,Water Depletion Label,Low (<5%),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-c0660aec-2080-opt-3,QC-MAIN-c0660aec,Goldex,Interannual Variability Label,Low - Medium (0.25-0.50),2080,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-77.8733 48.0926)
water_risk-e51eda66-2020-baseline-1,QC-MAIN-e51eda66,LaRonde,Water Stress Label,Low - Medium (10-20%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2020-baseline-2,QC-MAIN-e51eda66,LaRonde,Water Depletion Label,Low (<5%),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2020-baseline-3,QC-MAIN-e51eda66,LaRonde,Interannual Variability Label,Low - Medium (0.25-0.50),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2020-baseline-4,QC-MAIN-e51eda66,LaRonde,Groundwater Table Decline Label,Insignificant Trend,2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2020-baseline-5,QC-MAIN-e51eda66,LaRonde,Coastal Eutrophication Potential Label,Low - Medium (-5 to 0),2020,baseline,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-bau-1,QC-MAIN-e51eda66,LaRonde,Water Stress Label,Low-medium (10-20%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-bau-2,QC-MAIN-e51eda66,LaRonde,Water Depletion Label,Low (<5%),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-bau-3,QC-MAIN-e51eda66,LaRonde,Interannual Variability Label,Low - Medium (0.25-0.50),2030,bau,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-pes-1,QC-MAIN-e51eda66,LaRonde,Water Stress Label,Low-medium (10-20%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-pes-2,QC-MAIN-e51eda66,LaRonde,Water Depletion Label,Low (<5%),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-pes-3,QC-MAIN-e51eda66,LaRonde,Interannual Variability Label,Low - Medium (0.25-0.50),2030,pes,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
water_risk-e51eda66-2030-opt-1,QC-MAIN-e51eda66,LaRonde,Water Stress Label,Low-medium (10-20%),2030,opt,https://www.wri.org/data/aqueduct-global-maps-40-data,POINT (-78.428 48.2516)
