substance_id,substance_type,substance_subtype,substance_name,ecoinvent_alias
SUBdbc5efdbde,Transfers for Treatment,Chemical Treatment,Hexachlorobenzene,"Benzene, hexachloro-"
SUB1b9b1f70bc,Transfers for Treatment,Chemical Treatment,Nitric acid,Nitric acid
SUB257087c058,Transfers for Treatment,Chemical Treatment,Sodium fluoride,-
SUB430579806d,Transfers for Treatment,Biological Treatment,Ammonia (total),Ammonia
SUB0d8094b9ed,Transfers for Treatment,Incineration,Aluminum (fume or dust only),Aluminium
SUB978fc95274,Transfers for Treatment,Incineration,Calcium fluoride,-
SUBc4d30b9c2d,Transfers for Treatment,Incineration,Chromium (and its compounds),Chromium
SUB4eff466706,Transfers for Treatment,Incineration,Cobalt (and its compounds),Cobalt
SUB95924f0ca5,Transfers for Treatment,Incineration,Copper (and its compounds),Copper
SUB7f68fc6c77,Transfers for Treatment,Incineration,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUB2049ef411e,Transfers for Treatment,Incineration,Zinc (and its compounds),Zinc
SUB44959ffd1b,Transfers for Treatment,Incineration,Lead (and its compounds),Lead
SUBc5913d2347,Transfers for Treatment,Incineration,Silver (and its compounds),Silver
SUBcc9ff194cd,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Acenaphthylene,Acenaphthylene
SUBc959fd4eff,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Ammonia (total),Ammonia
SUBf5cadbf2bb,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Antimony (and its compounds),Antimony
SUBdcfc496d85,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Arsenic (and its compounds),Arsenic
SUB26e89837b4,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Benz[a]anthracene,Benz(a)anthracene
SUB2b588882a9,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Benzene,Benzene
SUB8975e567e2,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Benzo[a]pyrene,Benzo(a)pyrene
SUB2c1790afc7,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Chromium (and its compounds),Chromium
SUB7de3ad155f,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Chrysene,-
SUB5b281d177b,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Fluoranthene,Fluoranthene
SUBa1cfdef2c7,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Hexavalent chromium (and its compounds),Chromium VI
SUB2dd768bb23,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Lead (and its compounds),Lead
SUB95a29f9070,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUBfe563b8df2,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Phenol (and its salts),Phenol
SUB8f7a91de7f,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Phosphorus (total),Phosphorus
SUB7181a0b9e6,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Vanadium (and its compounds),Vanadium
SUBeffad057ef,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Zinc (and its compounds),Zinc
SUB061597e350,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Manganese (and its compounds),Manganese
SUB2a10213ada,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Cadmium (and its compounds),Cadmium
SUB382e24b370,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Copper (and its compounds),Copper
SUB578c0e40c0,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Selenium (and its compounds),Selenium
SUB52aae6ffa9,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Silver (and its compounds),Silver
SUBf2e094af8c,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Mercury (and its compounds),Mercury
SUB6ec8878743,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Cobalt (and its compounds),Cobalt
SUB7da8e8e1fc,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Azo disperse dyes,-
SUBf567a86c0a,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Hydrochloric acid,-
SUB8e26b78237,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Sulphuric acid,Sulfuric acid
SUBa2127cc6e9,Transfers for Treatment,Transfer to a Municipal Sewage Treatment Plant,Nitrate ion in solution at pH >= 6.0,Nitrate
SUB1a008be78b,Transfers for Treatment,Total,Aluminum (fume or dust only),Aluminium
SUB36084ca4c8,Transfers for Treatment,Total,Antimony (and its compounds),Antimony
SUB9fbce67046,Transfers for Treatment,Total,Arsenic (and its compounds),Arsenic
SUBc2c5d1763d,Transfers for Treatment,Total,Cadmium (and its compounds),Cadmium
SUBd2bb04e589,Transfers for Treatment,Total,Copper (and its compounds),Copper
SUBcfdb42d3c9,Transfers for Treatment,Total,Lead (and its compounds),Lead
SUB8191fe0baa,Transfers for Treatment,Total,Selenium (and its compounds),Selenium
SUB93920f25a7,Transfers for Treatment,Total,Zinc (and its compounds),Zinc
SUB1cddbd3d43,Transfers for Treatment,Total,Ammonia (total),Ammonia
SUB4640eb7cab,Transfers for Treatment,Total,Sulphuric acid,Sulfuric acid
SUB33cf390e5e,Transfers for Treatment,Total,Calcium fluoride,-
SUB3fb8e05cac,Transfers for Treatment,Total,Hexavalent chromium (and its compounds),Chromium VI
SUB7f560feb18,Transfers for Treatment,Total,Acenaphthylene,Acenaphthylene
SUBa7333e478d,Transfers for Treatment,Total,Anthracene,Anthracene
SUB24bd646be6,Transfers for Treatment,Total,Benz[a]anthracene,Benz(a)anthracene
SUB7d466ffaf3,Transfers for Treatment,Total,Benzene,Benzene
SUB681fe29edf,Transfers for Treatment,Total,Benzo[a]pyrene,Benzo(a)pyrene
SUBefabcd3d87,Transfers for Treatment,Total,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB43ef5a11fd,Transfers for Treatment,Total,Benzo[ghi]perylene,Benzo(ghi)perylene
SUBb7a7cb74aa,Transfers for Treatment,Total,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBb23a93afcf,Transfers for Treatment,Total,Chromium (and its compounds),Chromium
SUBf2658c0a30,Transfers for Treatment,Total,Chrysene,-
SUBed951f29ed,Transfers for Treatment,Total,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB09a1e334ae,Transfers for Treatment,Total,Fluoranthene,Fluoranthene
SUB13a625e5d6,Transfers for Treatment,Total,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB1ae4c4cd64,Transfers for Treatment,Total,Manganese (and its compounds),Manganese
SUB7865d4d1d1,Transfers for Treatment,Total,Naphthalene,Naphtalene
SUB2ab2620d6c,Transfers for Treatment,Total,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUBe6f780b81f,Transfers for Treatment,Total,Phenanthrene,Phenanthrene
SUB0494007c5e,Transfers for Treatment,Total,Phenol (and its salts),Phenol
SUBd52a6e1ebe,Transfers for Treatment,Total,Phosphorus (total),Phosphorus
SUB5bb77960b6,Transfers for Treatment,Total,Pyrene,Pyrene
SUB49c07ebe8a,Transfers for Treatment,Total,Toluene,Toluene
SUB09a7f8fe90,Transfers for Treatment,Total,Vanadium (and its compounds),Vanadium
SUBeba24b7a0a,Transfers for Treatment,Total,Hydrochloric acid,-
SUBe187df90a6,Transfers for Treatment,Total,Silver (and its compounds),Silver
SUBdc4644bb36,Transfers for Treatment,Total,"1,2,4-Trimethylbenzene",-
SUBd89f51fabb,Transfers for Treatment,Total,"Cresol (all isomers, and their salts)",-
SUB057f1dab13,Transfers for Treatment,Total,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUB430fbbed4e,Transfers for Treatment,Total,Xylene (all isomers),Xylene
SUB66dce7f3ab,Transfers for Treatment,Total,Dioxins and furans - total,-
SUB572d8e49f9,Transfers for Treatment,Total,Mercury (and its compounds),Mercury
SUB1cfe352e2d,Transfers for Treatment,Total,Cobalt (and its compounds),Cobalt
SUBd2a7429496,Transfers for Treatment,Total,Hexachlorobenzene,"Benzene, hexachloro-"
SUBda65c1fb3d,Transfers for Treatment,Total,Azo disperse dyes,-
SUBd4f66f3533,Transfers for Treatment,Total,Nitric acid,Nitric acid
SUB9d14beb4b9,Transfers for Treatment,Total,Sodium fluoride,-
SUB956b27c78c,Transfers for Treatment,Total,Nitrate ion in solution at pH >= 6.0,Nitrate
SUB70474f62fb,Total disposal,Total,Aluminum (fume or dust only),Aluminium
SUB1343993ca6,Total disposal,Total,Calcium fluoride,-
SUB278540c36c,Total disposal,Total,Hexachlorobenzene,"Benzene, hexachloro-"
SUB37cae792b2,Total disposal,Total,Hexavalent chromium (and its compounds),Chromium VI
SUB53002fed1a,Total disposal,Total,Sulphuric acid,Sulfuric acid
SUB6fe018ccaf,Total disposal,Total,Acenaphthylene,Acenaphthylene
SUBcff53d3557,Total disposal,Total,Anthracene,Anthracene
SUB67c1fa0532,Total disposal,Total,Benz[a]anthracene,Benz(a)anthracene
SUB3daa1f2410,Total disposal,Total,Benzene,Benzene
SUBe5dc106280,Total disposal,Total,Benzo[a]pyrene,Benzo(a)pyrene
SUB2615be6590,Total disposal,Total,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB94850f022c,Total disposal,Total,Benzo[e]pyrene,-
SUB3b326c1bac,Total disposal,Total,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB9237fef819,Total disposal,Total,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBbfc0456a80,Total disposal,Total,Chrysene,-
SUBaaf68fcbb3,Total disposal,Total,"Dibenz[a,h]anthracene","Dibenz(a,h)anthracene"
SUB20702a0d20,Total disposal,Total,Fluoranthene,Fluoranthene
SUBd1f6224157,Total disposal,Total,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB5d675aa2c2,Total disposal,Total,Naphthalene,Naphtalene
SUB53b4bd4010,Total disposal,Total,Phenanthrene,Phenanthrene
SUB80c22281cd,Total disposal,Total,Phenol (and its salts),Phenol
SUB62c59621ab,Total disposal,Total,Pyrene,Pyrene
SUBd2f7da960a,Total disposal,Total,Toluene,Toluene
SUBfb24c6406b,Total disposal,Total,Hydrochloric acid,-
SUB24af80b109,Total disposal,Total,Nonylphenol and its ethoxylates,-
SUB0634d54a1d,Total disposal,Total,"1,2,4-Trimethylbenzene",-
SUB8135966ed4,Total disposal,Total,"Cresol (all isomers, and their salts)",-
SUB8033357513,Total disposal,Total,N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUBe26592feb1,Total disposal,Total,Xylene (all isomers),Xylene
SUB4f441c744d,Total disposal,Total,Fluorene,Fluorene
SUBc09dce3c28,Total disposal,Total,Quinoline,-
SUBd511f66bff,Total disposal,Total,Azo disperse dyes,-
SUBcb970ff569,Total disposal,Total,Methylenebis(phenylisocyanate),-
SUB2d4ff74c01,Total disposal,Total,Polymeric diphenylmethane diisocyanate,-
SUB2cc4a1195e,Total disposal,Total,Nitric acid,Nitric acid
SUB324109e054,Total disposal,Total,Sodium fluoride,-
SUB0476240edb,Total disposal,Total,Asbestos (friable form only),-
SUB60a0b10bb6,Total disposal,Total,Benzo[j]fluoranthene,-
SUB7c0c305ca0,Total disposal,Total,"Dibenzo[a,i]pyrene",-
SUBc270cbd336,Total disposal,Total,Perylene,-
SUB07b62a2118,Transfers for recycling,Energy Recovery,Calcium fluoride,-
SUB4a0a85a2d2,Transfers for recycling,Energy Recovery,Benzene,Benzene
SUBc2a8f99396,Transfers for recycling,Energy Recovery,Chromium (and its compounds),Chromium
SUB36ca1ecd40,Transfers for recycling,Energy Recovery,Lead (and its compounds),Lead
SUBde636c5d43,Transfers for recycling,Energy Recovery,Manganese (and its compounds),Manganese
SUB6e882e188d,Transfers for recycling,Energy Recovery,Mercury (and its compounds),Mercury
SUBb70122b55e,Transfers for recycling,Energy Recovery,Naphthalene,Naphtalene
SUB0748f06dcc,Transfers for recycling,Energy Recovery,n-Hexane,Hexane
SUB5c132617ce,Transfers for recycling,Energy Recovery,Selenium (and its compounds),Selenium
SUB2f42975871,Transfers for recycling,Energy Recovery,Toluene,Toluene
SUBb3d428b254,Transfers for recycling,Energy Recovery,Zinc (and its compounds),Zinc
SUBf2bb7aae27,Transfers for recycling,Solvent Recovery,Xylene (all isomers),Xylene
SUB058a5bc161,Transfers for recycling,Solvent Recovery,2-Butoxyethanol,-
SUB5a10bc55f2,Transfers for recycling,Solvent Recovery,Methyl ethyl ketone,Methyl ethyl ketone
SUBe3e539fb36,Transfers for recycling,Metal Recovery,Zinc (and its compounds),Zinc
SUB532281ad68,Transfers for recycling,Metal Recovery,Arsenic (and its compounds),Arsenic
SUB5bacc911ae,Transfers for recycling,Metal Recovery,Cadmium (and its compounds),Cadmium
SUBc8e3b36d2e,Transfers for recycling,Metal Recovery,Selenium (and its compounds),Selenium
SUBac4f79940e,Transfers for recycling,Metal Recovery,Silver (and its compounds),Silver
SUB7da2c61aa7,Transfers for recycling,Metal Recovery,Cobalt (and its compounds),Cobalt
SUB7acfbab708,Transfers for recycling,Metal Recovery,Dioxins and furans - total,-
SUBe8e999a245,Transfers for recycling,Metal Recovery,Antimony (and its compounds),Antimony
SUB84f416d940,Transfers for recycling,Metal Recovery,Vanadium (and its compounds),Vanadium
SUBefe29300a6,Transfers for recycling,Metal Recovery,Aluminum (fume or dust only),Aluminium
SUB4e902c4a30,Transfers for recycling,Metal Recovery,Thallium (and its compounds),Thallium
SUB27d2eef521,Transfers for recycling,Inorganic Compound Recovery,Chlorine,-
SUBeac3af00de,Transfers for recycling,Inorganic Compound Recovery,Cadmium (and its compounds),Cadmium
SUB333dd7b564,Transfers for recycling,Inorganic Compound Recovery,Lead (and its compounds),Lead
SUB19b08f7523,Transfers for recycling,Inorganic Compound Recovery,Chromium (and its compounds),Chromium
SUB10632c007d,Transfers for recycling,Inorganic Compound Recovery,Zinc (and its compounds),Zinc
SUBcf84359a79,Transfers for recycling,Inorganic Compound Recovery,Calcium fluoride,-
SUB6baafb3148,Transfers for recycling,Inorganic Compound Recovery,Arsenic (and its compounds),Arsenic
SUBe7059c0c0c,Transfers for recycling,Inorganic Compound Recovery,Hydrochloric acid,-
SUB1326f0b088,Transfers for recycling,Acid or Base Recovery,Sulphuric acid,Sulfuric acid
SUBbe39c9fd5c,Transfers for recycling,Acid or Base Recovery,Hydrochloric acid,-
SUBcd98d0ec55,Transfers for recycling,Acid or Base Recovery,Phosphorus (total),Phosphorus
SUBbfe053c271,Transfers for recycling,Other,Chromium (and its compounds),Chromium
SUB20aebef500,Transfers for recycling,Other,Nickel (and its compounds),"Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore, in ground"
SUBf04776d471,Transfers for recycling,Other,Antimony (and its compounds),Antimony
SUB1a05dd19c9,Transfers for recycling,Other,Arsenic (and its compounds),Arsenic
SUB329dad94c7,Transfers for recycling,Other,Benzene,Benzene
SUB6a6e0944cd,Transfers for recycling,Other,Benzo[a]pyrene,Benzo(a)pyrene
SUBf4f56eebcd,Transfers for recycling,Other,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUBe2dd24f916,Transfers for recycling,Other,Benzo[ghi]perylene,Benzo(ghi)perylene
SUB79fc56e84f,Transfers for recycling,Other,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUB54c0a4c47f,Transfers for recycling,Other,Cadmium (and its compounds),Cadmium
SUB8c3fe91c61,Transfers for recycling,Other,Chrysene,-
SUB24236df547,Transfers for recycling,Other,Cobalt (and its compounds),Cobalt
SUBc1d1653489,Transfers for recycling,Other,Copper (and its compounds),Copper
SUB5358c5b6bd,Transfers for recycling,Other,Fluoranthene,Fluoranthene
SUBa210732a0f,Transfers for recycling,Other,Hexavalent chromium (and its compounds),Chromium VI
SUB5fcbcb3b13,Transfers for recycling,Other,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUBa1e3042504,Transfers for recycling,Other,Lead (and its compounds),Lead
SUB884b6b0f55,Transfers for recycling,Other,Manganese (and its compounds),Manganese
SUB14346d8156,Transfers for recycling,Other,Mercury (and its compounds),Mercury
SUB8f81aa6cb3,Transfers for recycling,Other,Naphthalene,Naphtalene
SUB300866fe95,Transfers for recycling,Other,Phenanthrene,Phenanthrene
SUB427f619c8b,Transfers for recycling,Other,Phosphorus (total),Phosphorus
SUB172aaa6136,Transfers for recycling,Other,Pyrene,Pyrene
SUBa67816893a,Transfers for recycling,Other,Selenium (and its compounds),Selenium
SUBeb4817b109,Transfers for recycling,Other,Thallium (and its compounds),Thallium
SUBa61952585f,Transfers for recycling,Other,Toluene,Toluene
SUB2cfeb57b46,Transfers for recycling,Other,Vanadium (and its compounds),Vanadium
SUB70c68cad36,Transfers for recycling,Other,Zinc (and its compounds),Zinc
SUB45b865ad9f,Transfers for recycling,Other,Hydrochloric acid,-
SUBd88a779319,Transfers for recycling,Other,Sulphuric acid,Sulfuric acid
SUBe8d17e2e50,Transfers for recycling,Total,Sulphuric acid,Sulfuric acid
SUB7b98552726,Transfers for recycling,Total,Calcium fluoride,-
SUB1de150af71,Transfers for recycling,Total,Antimony (and its compounds),Antimony
SUB2e30a37351,Transfers for recycling,Total,Benzene,Benzene
SUB1082894246,Transfers for recycling,Total,Benzo[a]pyrene,Benzo(a)pyrene
SUBb1d811a09e,Transfers for recycling,Total,Benzo[b]fluoranthene,Benzo(b)fluoranthene
SUB5c42366b4c,Transfers for recycling,Total,Benzo[ghi]perylene,Benzo(ghi)perylene
SUBf8f4be556d,Transfers for recycling,Total,Benzo[k]fluoranthene,Benzo(k)fluoranthene
SUBa7225db0ac,Transfers for recycling,Total,Chrysene,-
SUB18514c9e5d,Transfers for recycling,Total,Cobalt (and its compounds),Cobalt
SUBc7cf44e6a9,Transfers for recycling,Total,Fluoranthene,Fluoranthene
SUB93bf2e66aa,Transfers for recycling,Total,Hexavalent chromium (and its compounds),Chromium VI
SUB0a1711ddca,Transfers for recycling,Total,"Indeno[1,2,3-cd]pyrene","Indeno(1,2,3-cd)pyrene"
SUB9799b67296,Transfers for recycling,Total,Naphthalene,Naphtalene
SUB454372c7d0,Transfers for recycling,Total,Phenanthrene,Phenanthrene
SUB7f30be4d4f,Transfers for recycling,Total,Pyrene,Pyrene
SUB90a36bfaaf,Transfers for recycling,Total,Selenium (and its compounds),Selenium
SUB7629b9b37b,Transfers for recycling,Total,Thallium (and its compounds),Thallium
SUBd0fd3be245,Transfers for recycling,Total,Toluene,Toluene
SUB3a5cc4ee99,Transfers for recycling,Total,Vanadium (and its compounds),Vanadium
SUB9ca0fa8c5f,Transfers for recycling,Total,Hydrochloric acid,-
SUB1c9924f3a9,Transfers for recycling,Total,Chlorine,-
SUBc336658882,Transfers for recycling,Total,Silver (and its compounds),Silver
SUB71f72a1ec2,Transfers for recycling,Total,Dioxins and furans - total,-
SUBe771aa40f8,Transfers for recycling,Total,Xylene (all isomers),Xylene
SUB8ec378e25b,Transfers for recycling,Total,2-Butoxyethanol,-
SUB7267be7d2e,Transfers for recycling,Total,Methyl ethyl ketone,Methyl ethyl ketone
SUBc074e31198,Transfers for recycling,Total,Aluminum (fume or dust only),Aluminium
SUB0083aedd3b,Transfers for recycling,Total,n-Hexane,Hexane
SUB9d685cb0af,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Propylene glycol methyl ether acetate (all isomers),
SUB68d83e30c7,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[e]pyrene,-
SUB52f9f93228,Grand total,"Total Releases, Disposals and Transfers for Recycling",Calcium fluoride,-
SUBb0da3a5211,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenz[a,h]acridine",-
SUB391df28871,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenz[a,j]acridine",-
SUBf2f685d734,Grand total,"Total Releases, Disposals and Transfers for Recycling",Ethylbenzene,"Benzene, ethyl-"
SUB56a68a1b71,Grand total,"Total Releases, Disposals and Transfers for Recycling",Ethylene,Ethene
SUB5c9d1762e5,Grand total,"Total Releases, Disposals and Transfers for Recycling",Isopropyl alcohol,2-Propanol
SUBd2ddda383a,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Acetylene,
SUB33e6360119,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Butane (all isomers),
SUB9b31a74f98,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Butene (all isomers),
SUBa2d39ecfd9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Ethylene,
SUB7c297aeac6,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Heptane (all isomers),
SUB15b1ea05d8,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Hexene (all isomers),
SUBcc9f877489,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Octane (all isomers),
SUB32779e4bfd,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Pentane (all isomers),
SUB4450083a02,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Pentene (all isomers),
SUBf6e08bbab9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Propane,
SUB5beec02271,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Styrene,
SUB9ebdb421b9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Hexavalent chromium (and its compounds),Chromium VI
SUB4a14c4c889,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Hydrotreated heavy naphtha,
SUBe509473268,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Light aromatic solvent naphtha,
SUBf24cf97098,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Propyl acetate (all isomers),
SUBbade176927,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Stoddard solvent,
SUB9901065c1d,Grand total,"Total Releases, Disposals and Transfers for Recycling",Benzo[j]fluoranthene,-
SUBed5f52845b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Carbonyl sulphide,-
SUB7c33622180,Grand total,"Total Releases, Disposals and Transfers for Recycling",Chrysene,-
SUB42d14590e2,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenzo[a,e]fluoranthene",-
SUBd6997ae764,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenzo[a,e]pyrene",-
SUB66df968f14,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenzo[a,i]pyrene",-
SUB6b4ab856bb,Grand total,"Total Releases, Disposals and Transfers for Recycling",Perylene,-
SUBba8411fd50,Grand total,"Total Releases, Disposals and Transfers for Recycling","1,2,4-Trimethylbenzene",-
SUB6c6aeacbc4,Grand total,"Total Releases, Disposals and Transfers for Recycling",2-Butoxyethanol,-
SUB66692fbfcb,Grand total,"Total Releases, Disposals and Transfers for Recycling",Methyl ethyl ketone,Methyl ethyl ketone
SUB2e43135b0d,Grand total,"Total Releases, Disposals and Transfers for Recycling",Methyl isobutyl ketone,4-Methyl-2-pentanone
SUBb20bcb217a,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - 2-Butoxyethanol,
SUB14edb17d5b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Ethyl acetate,
SUBe300d2da72,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Methyl ethyl ketone,
SUBfdb5e545d2,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Methyl isobutyl ketone,
SUB3ca11737bb,Grand total,"Total Releases, Disposals and Transfers for Recycling","7,12-Dimethylbenz[a]anthracene",-
SUBb5b99fa841,Grand total,"Total Releases, Disposals and Transfers for Recycling","7H-Dibenzo[c,g]carbazole",-
SUB9efd992c69,Grand total,"Total Releases, Disposals and Transfers for Recycling",Phenol (and its salts),Phenol
SUB1e22b2dc99,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Heavy aromatic solvent naphtha,
SUBa155cb1e2a,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Solvent naphtha light aliphatic,
SUBfa5251f3a1,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Tetrahydrofuran,
SUBc7ccb32e86,Grand total,"Total Releases, Disposals and Transfers for Recycling",Styrene,Styrene
SUB2f4fbf16e4,Grand total,"Total Releases, Disposals and Transfers for Recycling",Nonylphenol and its ethoxylates,-
SUB7100ff8fca,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - n-Propanol (n-Propyl alcohol),
SUBa1e104f0d5,Grand total,"Total Releases, Disposals and Transfers for Recycling",Aluminum oxide (fibrous forms only),Aluminium
SUBc8098589cc,Grand total,"Total Releases, Disposals and Transfers for Recycling",Cumene,Cumene
SUBcf2b495036,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - D-Limonene,
SUB1e461e0eb4,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Furfuryl alcohol,
SUB2f278771e2,Grand total,"Total Releases, Disposals and Transfers for Recycling",Trichloroethylene,"Ethene, trichloro-"
SUB14ef4a6d56,Grand total,"Total Releases, Disposals and Transfers for Recycling",Bisphenol A,Bisphenol A
SUBb5e28319f7,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Mineral spirits,
SUB92186d989d,Grand total,"Total Releases, Disposals and Transfers for Recycling",n-Hexane,Hexane
SUBb2b22f6db9,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Ethyltoluene (all isomers),
SUB6b22df9dc6,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Nonane (all isomers),
SUB8c316db7c3,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - p-Dichlorobenzene,
SUBf93b923b27,Grand total,"Total Releases, Disposals and Transfers for Recycling","Speciated VOC - Trimethylbenzene (all isomers excluding 1,2,4-trimethylbenzene)",
SUB597f03e097,Grand total,"Total Releases, Disposals and Transfers for Recycling",Methylenebis(phenylisocyanate),-
SUB4cbe467cfb,Grand total,"Total Releases, Disposals and Transfers for Recycling",Polymeric diphenylmethane diisocyanate,-
SUB4391c59a5e,Grand total,"Total Releases, Disposals and Transfers for Recycling","Cresol (all isomers, and their salts)",-
SUBd4f868d3e5,Grand total,"Total Releases, Disposals and Transfers for Recycling",N-Methyl-2-pyrrolidone,N-methyl-2-pyrrolidone
SUB452128a991,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - Decane  (all isomers),
SUB4d5d871737,Grand total,"Total Releases, Disposals and Transfers for Recycling",Azo disperse dyes,-
SUBb7a13bb91b,Grand total,"Total Releases, Disposals and Transfers for Recycling",Molybdenum trioxide,-
SUB001c846dda,Grand total,"Total Releases, Disposals and Transfers for Recycling",Speciated VOC - VM & P naphtha,
SUB7a3185b8fb,Grand total,"Total Releases, Disposals and Transfers for Recycling","Dibenzo[a,h]pyrene",-
SUB3f478e4361,Grand total,"Total Releases, Disposals and Transfers for Recycling",Sodium fluoride,-
SUB647c043893,Grand total,"Total Releases, Disposals and Transfers for Recycling",Asbestos (friable form only),-
