x,y,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code,country_iso3_code,erml_commodity,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity
-119.677633,59.205383999999995,Mine production of molybdenum,99,tonnes (metal content),Production,"molybdenum, mine",1,Canada,,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,Molybdenum,,CAN,"Molybdenum (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,99,8233
-119.677633,59.205383999999995,Production of talc,136,tonnes (metric),Production,talc,,Canada,,,CA,Talc,,CAN,Talc,,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/talc,134,45000
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,,"In addition to the countries listed, Russia also produces lithium minerals",CA,Lithium,*,CAN,Lithium minerals,Estimates.,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,22500
-119.677633,59.205383999999995,Production of cadmium,29,tonnes (metric),Production,cadmium,1,Canada,,Data in this table excludes secondary metal unless otherwise stated,CA,Cadmium,a,CAN,Cadmium,Including cadmium sponge and/or secondary metal.,2001-01-01,-119.677633,Metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cadmium,27,1493
-119.677633,59.205383999999995,Mine production of nickel,102,tonnes (metal content),Production,"nickel, mine",,Canada,,,CA,Nickel,,CAN,"Nickel (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nickel,102,194058
-119.677633,59.205383999999995,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,1,Canada,,"In addition to the countries listed, Indonesia is believed to produce phosphate rock",CA,Phosphate rock,,CAN,Phosphate rock,,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,780000
-119.677633,59.205383999999995,Production of alumina,2,tonnes (Al2O3 content),Production,alumina,1,Canada,,"Where possible figures in this table show the alumina equivalent (Al2O3) of total hydrate produced, whether or not calcined",CA,"Bauxite, alumina and aluminium",,CAN,Alumina,,2001-01-01,-119.677633,Alumina,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/alumina,2,1196470
-119.677633,59.205383999999995,Mine production of lead,80,tonnes (metal content),Production,"lead, mine",,Canada,,,CA,Lead,,CAN,"Lead (mine production, metal content)",,2001-01-01,-119.677633,ore and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,80,153932
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1,Canada,Bituminous,There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term,CA,,,CAN,,,2001-01-01,-119.677633,,59.205384,,33,34140918
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Platinum,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the countries listed, Bulgaria, China, Ethiopia, Indonesia and Philippines are believed to produce platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,,CAN,"Platinum group metals (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentates (Platinum content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum,113,8100
-119.677633,59.205383999999995,Production of nepheline syenite,164,tonnes (metric),Production,nepheline syenite,,Canada,,,CA,Nepheline syenite,,CAN,Nepheline syenite,,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/nepheline-syenite,164,708000
-119.677633,59.205383999999995,Mine production of cobalt,36,tonnes (metal content),Production,"cobalt, mine",1|2,Canada,,"Figures in this table relate where possible to cobalt recovered. The principal exceptions to this are Brazil and New Caledonia, the figures for which relate to cobalt in ore raised|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered",CA,Cobalt,,CAN,"Cobalt (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,36,5326
-119.677633,59.205383999999995,Mine production of tungsten,147,tonnes (metal content),Production,"tungsten, mine",,Canada,,,CA,Tungsten,,CAN,"Tungsten (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tungsten,147,0
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,,Canada,Ferro-niobium,,CA,,,CAN,,,2001-01-01,-119.677633,,59.205384,,74,4600
-119.677633,59.205383999999995,Production of Gypsum,65,tonnes (metric),Production,gypsum and plaster,1,Canada,Anhydrite,"Some countries produce large quantities of synthetic gypsum. Where possible, this output is excluded from the table",CA,Gypsum,,CAN,Gypsum,,2001-01-01,-119.677633,Anhydrite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gypsum,63,75753
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Other salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,e,CAN,Salt,Including salt in brine.,2001-01-01,-119.677633,Other salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,2189514
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1,Canada,Lignite,There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term,CA,,,CAN,,,2001-01-01,-119.677633,,59.205384,,33,11390275
-119.677633,59.205383999999995,Production of graphite,62,tonnes (metric),Production,graphite,1|2,Canada,,"In addition to the countries listed, Egypt, Namibia and the USA are believed to produce graphite|This table includes all forms of amorphous and crystalline graphite but excludes synthetic material",CA,Graphite,,CAN,Graphite,,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,20984
-119.677633,59.205383999999995,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",1,Canada,,"Countries producing less than 1000 kg per year include Jamaica, Oman and Thailand",CA,Silver,,CAN,"Silver (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,1320030
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Other platinum metals,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the countries listed, Bulgaria, China, Ethiopia, Indonesia and Philippines are believed to produce platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,,CAN,"Platinum group metals (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (Other platinum metals content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum-group,113,900
-119.677633,59.205383999999995,Mine production of uranium,169,tonnes (metal content),Production,uranium,1,Canada,,"Excluding uranium production from decommissioning operations in France, Germany and Spain",CA,,,CAN,,,2001-01-01,-119.677633,,59.205384,,169,12487
-119.677633,59.205383999999995,Mine production of gold,57,kilograms,Production,"gold, mine",1|2|3,Canada,,"Greece and Norway are believed to produce gold|In addition to the countries listed, Central African Republic, Liberia, Mozambique, Nigeria, Sierra Leone, Solomon Islands, Taiwan and Ukraine produce less than 100 kg gold per year|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",CA,Gold,,CAN,"Gold (mine production, metal production)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gold,57,160200
-119.677633,59.205383999999995,Production of crude steel,73,tonnes (metric),Production,"steel, crude",1|2,Canada,,"Small amounts of steel are believed to be produced in Azerbaijan, DR Congo, Estonia, Ghana, Kenya, Mauritania, Morocco, Myanmar, Nigeria, Sri Lanka, Uganda|Unless otherwise indicated, these figures include production from scrap",CA,Iron and steel,,CAN,Crude steel,,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/ferrous-metal,73,15178896
-119.677633,59.205383999999995,Mine production of copper,40,tonnes (metal content),Production,"copper, mine",,Canada,,,CA,Copper,,CAN,"Copper (mine production, metal content)",,2001-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,40,633531
-119.677633,59.205383999999995,Production of slab zinc,154,tonnes (metric),Production,"zinc, slab",,Canada,,,CA,Zinc,,CAN,"Zinc, slab",,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,154,661172
-119.677633,59.205383999999995,Production of refined copper,42,tonnes (metric),Production,"copper, refined",1|2,Canada,,"Figures relate to both primary and secondary refined copper, whether electrolytic or fire refined. Metal recovered from secondary materials by remelting alone is excluded|In addition to the countries listed, Albania and Colombia produce refined copper",CA,Copper,,CAN,"Copper, refined",,2001-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/copper,42,567720
-119.677633,59.205383999999995,Production of primary aluminium,3,tonnes (metric),Production,"aluminium, primary",,Canada,,,CA,"Bauxite, alumina and aluminium",,CAN,Aluminium,,2001-01-01,-119.677633,Primary metal,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/aluminium,3,2582746
-119.677633,59.205383999999995,Production of coal,35,tonnes (metric),Production,coal,1,Canada,Sub-bituminous,There is no international agreement as to the separate definition of lignite and brown coal. In some cases they are distinguished. Elsewhere both may be aggregated under one or other term,CA,,,CAN,,,2001-01-01,-119.677633,,59.205384,,33,24939381
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,137,tonnes (metric),Production,tantalum and niobium minerals,1|2|3|4,Canada,Pyrochlore,"Niobium and tantalum are also recovered from tin slags. This source is particularly important in the case of tantalum and in recent years is believed to have accounted for over 60% of all tantalum recovered|Niobium and tantalum minerals are believed to be produced in Democratic Republic of the Congo, French Guiana, Ivory Coast, Russia and Zambia. Minor quantities are produced in Bolivia.|No detailed information on the production of tantalum bearing tin slags is available but the major producer is Thailand and small amounts from Australia, Brazil, Nigeria, Portugal, and D R Congo|The figures in this table refer to gross tonnage of tantalum and niobium concentrates",CA,Tantalum and niobium,*|c,CAN,Pyrochlore,"Estimates.|Content of Nb, Ta: 42%,-.",2001-01-01,-119.677633,,59.205384,http://www.opengis.net/def/nil/ogc/0/missing,137,6700
